Hospital Name,HCPCS Category,Total Pmts,Total Charges,Total Claims,Unique Patients,Network,Network Parent,Definitive ID
Hendricks Regional Health - Danville Hospital,Path. and Lab. - Organ or Disease-Oriented Panels,$42,$484,,,Hendricks Regional Health,,1323
Deaconess Midtown Hospital,Path. and Lab. - Organ or Disease-Oriented Panels,$42,$578,,,Deaconess Health System,Deaconess Health System,1394
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Path. and Lab. - Urinalysis,$42,"$10,702",52,41,Prime Healthcare Services,Prime Healthcare Services,1275
Medina Regional Hospital,"Medicine - Injections, Infusions, and Complex Agent Administration",$42,$477,,,HCA San Antonio Division (AKA Methodist Healthcare of San Antonio),HCA Healthcare (FKA Hospital Corporation of America),4087
UW Health SwedishAmerican Hospital (FKA SwedishAmerican Hospital),Path. and Lab. - Surgical Pathology,$42,"$10,568",16,,University of Wisconsin Health (AKA UW Health),,1283
OSF Saint Elizabeth Medical Center (FKA Ottawa Regional Hosp & Hc Center),Path. and Lab. - Surgical Pathology,$42,"$5,660",,,OSF HealthCare,,1213
Jackson Memorial Hospital,Path. and Lab. - Microbiology,$42,$236,,,Jackson Health System (FL),,845
Tampa General Hospital,Path. and Lab. - Microbiology,$42,$809,,,Tampa General Hospital (AKA TGH),Tampa General Hospital (AKA TGH),809
Valleywise Health Medical Center (FKA Maricopa Medical Center),Path. and Lab. - Microbiology,$42,$641,,,Valleywise Health (FKA Maricopa Integrated Health System),Valleywise Health (FKA Maricopa Integrated Health System),165
Marymount Hospital,Path. and Lab. - Microbiology,$42,$506,,,Cleveland Clinic Health System,Cleveland Clinic Health System,3121
University of Cincinnati Medical Center (FKA University Hospital),Path. and Lab. - Microbiology,$42,"$1,449",,,UC Health (AKA University of Cincinnati Health),,3158
SSM Health Ripon Community Hospital (FKA Ripon Medical Center),Path. and Lab. - Chemistry,$41,$146,,,SSM Health in Wisconsin,SSM Health,4506
Parkview LaGrange Hospital,Radiology - Diagnostic Imaging,$41,"$1,409",,,Parkview Health,,1336
VCU Medical Center Main Hospital,Path. and Lab. - Organ or Disease-Oriented Panels,$41,"$2,675",,,VCU Health,,4335
Christian Hospital,Path. and Lab. - Organ or Disease-Oriented Panels,$41,"$1,040",,,BJC HealthCare,BJC HealthCare,2427
Parkview Whitley Hospital,Path. and Lab. - Immunology,$41,$346,,,Parkview Health,,1407
Tulane Medical Center (Closed - Merged with LCMC Health Physicians),Medicine - Cardiovascular,$41,"$2,716",,,Louisiana Childrens Medical Center Health System (AKA LCMC Health),Louisiana Childrens Medical Center Health System (AKA LCMC Health),1794
Cameron Memorial Community Hospital,"Transportation, Medical & Surgical Supplies, Miscellaneous & Experimental",$41,$600,,,,,1387
HSHS Good Shepherd Hospital (FKA Shelby Memorial Hospital),Radiology - Diagnostic Imaging,$41,$323,,,Hospital Sisters Health System (AKA HSHS),,1262
Valley View Hospital,Path. and Lab. - Surgical Pathology,$41,$908,,,,,671
Valleywise Health Medical Center (FKA Maricopa Medical Center),Temporary Procedures & Professional Services,$41,$477,,,Valleywise Health (FKA Maricopa Integrated Health System),Valleywise Health (FKA Maricopa Integrated Health System),165
Tucson Medical Center (AKA TMC HealthCare),Temporary Procedures & Professional Services,$41,"$1,287",,,TMC Health,,208
Onvida Health (FKA Yuma Regional Medical Center),Temporary Procedures & Professional Services,$41,$224,,,,,217
CommonSpirit Memorial Hospital - Chattanooga (FKA CHI Memorial Hospital Chattanooga),Path. and Lab. - Chemistry,$41,$178,,,CHI Memorial Chattanooga (FKA Memorial Health Care System),CommonSpirit Health,3765
Thorek Memorial Hospital,Path. and Lab. - Cytopathology,$41,$448,,,Thorek Memorial Hospital Health System,,1146
The Loretto Hospital,Path. and Lab. - Surgical Pathology,$41,$256,,,,,1166
Morris Hospital & Healthcare Centers,Path. and Lab. - Cytopathology,$41,"$3,078",,,,,1183
Silver Cross Hospital,Path. and Lab. - Cytopathology,$41,"$20,058",32,16,,,1277
Holy Cross Hospital,Path. and Lab. - Surgical Pathology,$41,"$12,551",,,Sinai Chicago (FKA Sinai Health System),,1141
Swedish Hospital (FKA Swedish Covenant Hospital),Path. and Lab. - Surgical Pathology,$41,"$58,861",94,39,Endeavor Health (FKA NorthShore - Edward-Elmhurst Health),Endeavor Health (FKA NorthShore - Edward-Elmhurst Health),1145
Morrison Community Hospital,Medicine - Cardiovascular,$41,$280,,,,,5854
Carle Eureka Hospital (FKA Advocate Eureka Hospital),Surgery - Cardiovascular System,$41,$88,,,Carle Health System,,1284
Shirley Ryan AbilityLab (FKA the Rehabilitation Institute of Chicago),Path. and Lab. - Microbiology,$41,"$2,068",,,,,5910
Taylor Regional Hospital,Surgery - Auditory System,$41,$153,,,,,1721
Advocate Sherman Hospital,Path. and Lab. - Urinalysis,$41,"$5,150",80,50,Advocate Health Care,Advocate Health,1199
Carle Health Methodist Hospital (FKA Methodist Hospital),"Medicine - Vaccines, Toxoids",$41,$286,,,Carle Health System,,1241
JW Ruby Memorial Hospital,Medicine - Cardiovascular,$41,$374,,,WVU Medicine (AKA West Virginia University Health System),WVU Medicine (AKA West Virginia University Health System),4451
Vista Medical Center East (AKA Vista Health System),Path. and Lab. - Surgical Pathology,$41,$908,,,American Healthcare Systems,,1204
City of Hope Chicago (FKA Cancer Treatment Centers of America - Chicago),Path. and Lab. - Cytopathology,$41,"$19,654",11,,City of Hope,,1206
Mackinac Straits Health System,Path. and Lab. - Surgical Pathology,$41,$154,,,,,5043
Henderson County Community Hospital,Path. and Lab. - Microbiology,$41,$471,,,Braden Health LLC,Braden Health LLC,3774
Newton-Wellesley Hospital,Path. and Lab. - Microbiology,$41,$372,,,Mass General Brigham (FKA Partners HealthCare),Mass General Brigham (FKA Partners HealthCare),1953
West Tennessee Healthcare Henry County Hospital (FKA Henry County Medical Center),Path. and Lab. - Microbiology,$41,$488,,,West Tennessee Healthcare,,3775
Cook Hospital,Path. and Lab. - Urinalysis,$41,$83,,,,,2218
MercyOne Genesis Davenport Medical Center (FKA Genesis Medical Center - East Rusholme Street),Path. and Lab. - Microbiology,$41,$312,,,MercyOne Genesis (FKA Genesis Health System),Trinity Health (FKA CHE Trinity Health),1497
UnityPoint Health Meriter Hospital (FKA Meriter Hospital),"Medicine - Vaccines, Toxoids",$41,$51,,,UnityPoint Health (FKA Iowa Health System),UnityPoint Health (FKA Iowa Health System),4495
Ascension Saint Joseph Chicago (FKA AMITA Health Saint Joseph Hospital Chicago),Drugs Not Administered Orally,$41,"$53,297",553,127,Ascension Health Illinois,Ascension Health,1129
Advocate Lutheran General Hospital,Path. and Lab. - Urinalysis,$40,"$4,800",76,62,Advocate Health Care,Advocate Health,1128
John H Stroger Jr Hospital of Cook County,Path. and Lab. - Urinalysis,$40,"$1,092",137,107,Cook County Health & Hospitals System,,1140
Northwest Health - La Porte (FKA La Porte Hospital),Path. and Lab. - Urinalysis,$40,"$4,884",31,14,Northwest Health Porter (FKA Porter Health Care System),Community Health Systems (AKA CHS),1347
Franciscan Health Michigan City (FKA Franciscan St Anthony Health - Michigan City),Path. and Lab. - Therapeutic Drug Assays,$40,"$1,407",,,Franciscan Alliance Inc (AKA Franciscan Health),,1348
Lutheran Hospital,Path. and Lab. - Therapeutic Drug Assays,$40,$441,,,Cleveland Clinic Health System,Cleveland Clinic Health System,3116
Northern Light Sebasticook Valley Hospital,Medicine - Cardiovascular,$40,$227,,,Northern Light Health (FKA Eastern Maine Healthcare Systems),,1867
Ochsner Medical Center - Main Campus,Temporary Codes,$40,$83,,,Ochsner Health System,Ochsner Health System,1772
BayCare St Josephs Hospital,Path. and Lab. - Immunology,$40,$282,,,BayCare Health System,,814
UCHealth University of Colorado Hospital,Path. and Lab. - Hematology and Coagulation,$40,"$1,397",12,,UCHealth (AKA University of Colorado Health),,642
West Suburban Medical Center,Path. and Lab. - Cytopathology,$40,"$3,535",,,Resilience Healthcare,,1157
Sinai Hospital (FKA Sinai Hospital of Baltimore),Path. and Lab. - Immunology,$40,$46,,,LifeBridge Health,,1916
Carle Health Proctor Hospital (FKA UnityPoint Health - Proctor),Path. and Lab. - Microbiology,$40,$983,,,Carle Health System,,1243
Avera St Benedict Health Center,Eval. and Mgmt. - Emergency Department Services,$40,"$2,047",,,Avera Health,,3691
Avera Gregory Hospital,Path. and Lab. - Urinalysis,$40,$132,,,Avera Health,,3688
Boone County Hospital,Path. and Lab. - Chemistry,$40,$93,,,,,1416
Emory University Hospital Midtown (FKA Emory Crawford Long Hospital),Path. and Lab. - Surgical Pathology,$40,$229,,,Emory Healthcare,Emory Healthcare,995
SSM Health Good Samaritan Hospital - Mt Vernon (FKA Good Samaritan Regional Health Center),Path. and Lab. - Organ or Disease-Oriented Panels,$40,"$1,517",,,SSM Health in Illinois,SSM Health,1192
OhioHealth Riverside Methodist Hospital,Path. and Lab. - Organ or Disease-Oriented Panels,$40,$246,,,OhioHealth,,3144
Memorial Hermann Southwest Hospital,Path. and Lab. - Surgical Pathology,$40,"$4,894",,,Memorial Hermann Health System,,274147
Morris Hospital & Healthcare Centers,Path. and Lab. - Therapeutic Drug Assays,$40,"$2,789",,,,,1183
City of Hope Chicago (FKA Cancer Treatment Centers of America - Chicago),Path. and Lab. - Immunology,$40,"$12,737",50,13,City of Hope,,1206
Baptist Health Medical Center - Heber Springs,Path. and Lab. - Hematology and Coagulation,$40,$194,,,Baptist Health (AR),,231
Lutheran Hospital,Path. and Lab. - Chemistry,$40,"$2,622",16,,Lutheran Health Network,Community Health Systems (AKA CHS),1289
HSHS St Johns Hospital,Path. and Lab. - Surgical Pathology,$40,"$1,966",,,Hospital Sisters Health System (AKA HSHS),,1259
Powers Health Rehabilitation Center (FKA Community Stroke and Rehabilitation Hospital),Path. and Lab. - Therapeutic Drug Assays,$40,$859,,,Powers Health (FKA Community Healthcare System),,872555
Parkview Regional Medical Center,Path. and Lab. - Surgical Pathology,$40,"$1,206",,,Parkview Health,,1290
Northwestern Medicine Kishwaukee Hospital (FKA Kishwaukee Community Hospital),Path. and Lab. - Therapeutic Drug Assays,$40,"$2,206",,,Northwestern Medicine (AKA Northwestern Memorial Healthcare),,1171
Carle Foundation Hospital,Path. and Lab. - Therapeutic Drug Assays,$40,"$1,120",,,Carle Health System,,1111
Munson Medical Center,Path. and Lab. - Proprietary Laboratory Analyses,$40,$41,,,Munson Healthcare,Munson Healthcare,2018
OhioHealth Riverside Methodist Hospital,Path. and Lab. - Microbiology,$40,$101,,,OhioHealth,,3144
Franciscan Health Dyer (FKA Franciscan St Margaret Health - Dyer Campus),Path. and Lab. - Urinalysis,$40,"$2,776",29,20,Franciscan Alliance Inc (AKA Franciscan Health),,1342
Cleveland Clinic Main Campus,Path. and Lab. - Immunology,$40,"$9,365",47,14,Cleveland Clinic Health System,Cleveland Clinic Health System,3120
Holy Cross Health (AKA Holy Cross Hospital),Path. and Lab. - Microbiology,$40,"$3,675",,,Trinity Health (FKA CHE Trinity Health),Trinity Health (FKA CHE Trinity Health),773
Fishermens Community Hospital,Drugs Not Administered Orally,$40,$449,,,Baptist Health South Florida,Baptist Health South Florida,866
CHI St Gabriel Health (FKA St Gabriels Hospital),Drugs Not Administered Orally,$39,$288,,,CHI Health (FKA Alegent Creighton Health),CommonSpirit Health,2184
Mercyhealth Hospital and Trauma Center - Janesville,Path. and Lab. - Urinalysis,$39,"$1,522",14,,Mercyhealth (FKA Mercy Health System),,4561
Aurora St Lukes Medical Center of Aurora Health Care Metro,Path. and Lab. - Organ or Disease-Oriented Panels,$39,"$28,015",90,,Aurora Health Care,Advocate Health,4534
Mercyhealth Hospital and Trauma Center - Janesville,Path. and Lab. - Surgical Pathology,$39,"$1,194",,,Mercyhealth (FKA Mercy Health System),,4561
ProHealth Waukesha Memorial Hospital (FKA Waukesha Memorial Hospital),Path. and Lab. - Surgical Pathology,$39,"$1,400",,,ProHealth Care,ProHealth Care,4587
Tisch Hospital,Path. and Lab. - Hematology and Coagulation,$39,$848,,,NYU Langone Health (FKA NYU Langone Medical Center),NYU Langone Health (FKA NYU Langone Medical Center),2843
Spooner Health,Path. and Lab. - Urinalysis,$39,$91,,,,,4584
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Path. and Lab. - Therapeutic Drug Assays,$39,"$5,866",19,11,Prime Healthcare Services,Prime Healthcare Services,1275
Parkland Health (FKA Parkland Health and Hospital System),Path. and Lab. - Immunology,$39,"$1,768",,,,,3931
Munising Memorial Hospital,Radiology - Diagnostic Imaging,$39,$125,,,,,5046
OSF St Joseph Medical Center,Temporary Codes,$39,"$8,877",13,,OSF HealthCare,,1223
West Tennessee Healthcare Camden Hospital (FKA Camden General Hospital),Path. and Lab. - Chemistry,$39,$108,,,West Tennessee Healthcare,,3722
Boca Raton Regional Hospital,Path. and Lab. - Surgical Pathology,$39,"$2,219",,,Baptist Health South Florida,Baptist Health South Florida,885
Cleveland Clinic Florida - Weston (AKA Weston Hospital),Path. and Lab. - Surgical Pathology,$39,$254,,,Cleveland Clinic Florida (FKA Cleveland Clinic Martin Health),Cleveland Clinic Health System,776
Cleveland Clinic Martin North Hospital (FKA Martin Medical Center),Path. and Lab. - Cytopathology,$39,$232,,,Cleveland Clinic Florida (FKA Cleveland Clinic Martin Health),Cleveland Clinic Health System,841
Middle Park Health - Kremmling (FKA Middle Park Medical Center - Kremmling),Path. and Lab. - Microbiology,$39,$85,,,CommonSpirit Mountain Region,CommonSpirit Health,5856
MercyOne North Iowa Medical Center (FKA Mercy Medical Center - North Iowa),Path. and Lab. - Surgical Pathology,$39,$690,,,MercyOne (FKA Mercy Health Network),Trinity Health (FKA CHE Trinity Health),1424
Roane Medical Center,Temporary Procedures & Professional Services,$39,"$7,214",,,Covenant Health (TN),,3806
Olympia Fields Hospital (FKA Franciscan Health Olympia Fields),Path. and Lab. - Therapeutic Drug Assays,$39,$664,,,Prime Healthcare Services,Prime Healthcare Services,1120
Unity Physicians Hospital (FKA Unity Medical and Surgical Hospital),Path. and Lab. - Transfusion Medicine,$39,$245,,,,,1381
SSM Health Ripon Community Hospital (FKA Ripon Medical Center),Path. and Lab. - Hematology and Coagulation,$39,$137,,,SSM Health in Wisconsin,SSM Health,4506
Javon Bea Hospital - Riverside,Eval. and Mgmt. - Transitional Care Management Services,$39,$126,,,Mercyhealth (FKA Mercy Health System),,856410
Ochsner Medical Center - Main Campus,Path. and Lab. - Immunology,$39,$429,,,Ochsner Health System,Ochsner Health System,1772
Mayo Clinic Health System - Oakridge in Osseo,Path. and Lab. - Hematology and Coagulation,$39,$110,,,Mayo Clinic Health System,Mayo Clinic,4577
Aspirus Iron River Hospital,Path. and Lab. - Urinalysis,$39,$120,,,Aspirus Health (FKA Community Health Care Inc),Aspirus Health (FKA Community Health Care Inc),2028
Marshall County Hospital,Path. and Lab. - Organ or Disease-Oriented Panels,$39,$67,,,,,1699
Sanford USD Medical Center,Temporary Procedures & Professional Services,$39,$266,,,Sanford Health,Sanford Health,3702
Phelps Health (FKA Phelps County Regional Medical Center),Path. and Lab. - Organ or Disease-Oriented Panels,$39,"$1,864",,,,,2406
MaineGeneral Medical Center - Alfond Center for Health (FKA Augusta Campus),Medicine - Ophthalmology,$39,$153,,,MaineGeneral Health,,1854
Insight Hospital & Medical Center Chicago (FKA Mercy Hospital & Medical Center),Path. and Lab. - Urinalysis,$39,"$11,108",114,78,Insight,,1144
Geisinger Medical Center,Path. and Lab. - Surgical Pathology,$39,$996,,,Geisinger Health - Part of Risant Health,Kaiser Permanente,3555
Paoli Hospital,Path. and Lab. - Chemistry,$38,$214,,,Main Line Health,,3477
Inova Mount Vernon Hospital,Path. and Lab. - Chemistry,$38,$598,,,Inova (AKA Inova Health System),,4272
Halifax Health Medical Center of Daytona Beach,Path. and Lab. - Chemistry,$38,$232,,,Halifax Health,,931
UAB Hospital,Path. and Lab. - Chemistry,$38,"$2,026",,,UAB Medicine (AKA UAB Health System),UAB Medicine (AKA UAB Health System),71
HSHS St Johns Hospital,Path. and Lab. - Chemistry,$38,"$6,730",46,,Hospital Sisters Health System (AKA HSHS),,1259
Blessing Hospital,Path. and Lab. - Hematology and Coagulation,$38,"$1,220",12,,Blessing Health System,,1107
Cody Regional Health (AKA West Park Hospital),Path. and Lab. - Hematology and Coagulation,$38,$89,,,,,4617
Ascension St Francis Hospital (FKA Ascension Wheaton Franciscan Healthcare - St Francis),Temporary Procedures & Professional Services,$38,"$1,766",,,Ascension Wisconsin (FKA Ascension Wheaton Franciscan Healthcare),Ascension Health,4536
Ascension SE Wisconsin Hospital - St Joseph Campus (FKA Wheaton Franciscan St Joseph),Temporary Procedures & Professional Services,$38,$368,,,Ascension Wisconsin (FKA Ascension Wheaton Franciscan Healthcare),Ascension Health,4533
